Year,Month,Day,Max (°F),Min (°F),Max (°C),Min (°C)
1832,12,25,55,NA,12.8,NA
1832,12,26,44.5,39,6.9,3.9
1832,12,27,45,36,7.2,2.2
1832,12,28,49,38.5,9.4,3.6
1832,12,29,NA,46,NA,7.8
1832,12,30,48,NA,8.9,NA
1832,12,31,46.5,40,8.1,4.4
1833,1,1,51.5,36,10.8,2.2
1833,1,2,43,40,6.1,4.4
1833,1,3,41.5,35,5.3,1.7
1833,1,4,37,30,2.8,-1.1
1833,1,5,NA,33,NA,0.6
1833,1,6,42,NA,5.6,NA
1833,1,7,44,35,6.7,1.7
1833,1,8,43.5,38,6.4,3.3
1833,1,9,43,38,6.1,3.3
1833,1,10,47,41,8.3,5
1833,1,11,46,43.5,7.8,6.4
1833,1,12,NA,41,NA,5
1833,1,13,47,NA,8.3,NA
1833,1,14,47.5,43,8.6,6.1
1833,1,15,48.5,42,9.2,5.6
1833,1,16,44,42,6.7,5.6
1833,1,17,44.5,39.5,6.9,4.2
1833,1,18,43,38,6.1,3.3
1833,1,19,NA,38,NA,3.3
1833,1,20,42,NA,5.6,NA
1833,1,21,40,38,4.4,3.3
1833,1,22,39,33,3.9,0.6
1833,1,23,40.5,32,4.7,0
1833,1,24,44,37,6.7,2.8
1833,1,25,44,33,6.7,0.6
1833,1,26,NA,39,NA,3.9
1833,1,27,45,NA,7.2,NA
1833,1,28,45,36,7.2,2.2
1833,1,29,44.5,38.5,6.9,3.6
1833,1,30,41,33,5,0.6
1833,1,31,44,33,6.7,0.6
1833,2,1,47,34,8.3,1.1
1833,2,2,NA,40,NA,4.4
1833,2,3,53,NA,11.7,NA
1833,2,4,54.5,39,12.5,3.9
1833,2,5,51,46,10.6,7.8
1833,2,6,54,43,12.2,6.1
1833,2,7,53,46,11.7,7.8
1833,2,8,50,46,10,7.8
1833,2,9,NA,39,NA,3.9
1833,2,10,51.5,NA,10.8,NA
1833,2,11,47.5,44.5,8.6,6.9
1833,2,12,50,40,10,4.4
1833,2,13,50,43,10,6.1
1833,2,14,45,40,7.2,4.4
1833,2,15,40,32,4.4,0
1833,2,16,NA,32,NA,0
1833,2,17,49,NA,9.4,NA
1833,2,18,46,38.5,7.8,3.6
1833,2,19,45,33,7.2,0.6
1833,2,20,43.5,34,6.4,1.1
1833,2,21,44.5,34,6.9,1.1
1833,2,22,45,40,7.2,4.4
1833,2,23,NA,38.5,NA,3.6
1833,2,24,46,NA,7.8,NA
1833,2,25,48.5,39,9.2,3.9
1833,2,26,47.5,40,8.6,4.4
1833,2,27,48,39,8.9,3.9
1833,2,28,44,37,6.7,2.8
1833,3,1,47,36,8.3,2.2
1833,3,2,NA,37,NA,2.8
1833,3,3,52,NA,11.1,NA
1833,3,4,53,44,11.7,6.7
1833,3,5,49,40.5,9.4,4.7
1833,3,6,48.5,34,9.2,1.1
1833,3,7,45,39,7.2,3.9
1833,3,8,43,40,6.1,4.4
1833,3,9,NA,35,NA,1.7
1833,3,10,44,NA,6.7,NA
1833,3,11,47.5,37,8.6,2.8
1833,3,12,44,33,6.7,0.6
1833,3,13,48,38,8.9,3.3
1833,3,14,42.5,34,5.8,1.1
1833,3,15,42,35,5.6,1.7
1833,3,16,NA,35,NA,1.7
1833,3,17,46.5,NA,8.1,NA
1833,3,18,45,36,7.2,2.2
1833,3,19,47,37.5,8.3,3.1
1833,3,20,46,38,7.8,3.3
1833,3,21,47.5,34,8.6,1.1
1833,3,22,48,33,8.9,0.6
1833,3,23,NA,34,NA,1.1
1833,3,24,48,NA,8.9,NA
1833,3,25,42,NA,5.6,NA
1833,3,26,44.5,38,6.9,3.3
1833,3,27,46,37,7.8,2.8
1833,3,28,44.5,39,6.9,3.9
1833,3,29,47,37,8.3,2.8
1833,3,30,47.5,35,8.6,1.7
1833,3,31,NA,NA,NA,NA
1833,4,1,47.5,34,8.6,1.1
1833,4,2,51.5,43,10.8,6.1
1833,4,3,56,46,13.3,7.8
1833,4,4,NA,49,NA,9.4
1833,4,5,55,NA,12.8,NA
1833,4,6,NA,39,NA,3.9
1833,4,7,53,NA,11.7,NA
1833,4,8,54,39,12.2,3.9
1833,4,9,57,48,13.9,8.9
1833,4,10,53,46,11.7,7.8
1833,4,11,48,39,8.9,3.9
1833,4,12,53,39,11.7,3.9
1833,4,13,NA,36,NA,2.2
1833,4,14,50,NA,10,NA
1833,4,15,45,36,7.2,2.2
1833,4,16,44.5,35,6.9,1.7
1833,4,17,47.5,NA,8.6,NA
1833,4,18,NA,38,NA,3.3
1833,4,19,52,NA,11.1,NA
1833,4,20,NA,39,NA,3.9
1833,4,21,57,NA,13.9,NA
1833,4,22,63,38,17.2,3.3
1833,4,23,60,46,15.6,7.8
1833,4,24,57,42,13.9,5.6
1833,4,25,61,38,16.1,3.3
1833,4,26,63,49,17.2,9.4
1833,4,27,NA,53,NA,11.7
1833,4,28,60,NA,15.6,NA
1833,4,29,57,40,13.9,4.4
1833,4,30,55,45,12.8,7.2
1833,5,1,56,46,13.3,7.8
1833,5,2,61.5,52,16.4,11.1
1833,5,3,61,53,16.1,11.7
1833,5,4,NA,55,NA,12.8
1833,5,5,65,NA,18.3,NA
1833,5,6,67,48,19.4,8.9
1833,5,7,67,48,19.4,8.9
1833,5,8,67,50,19.4,10
1833,5,9,58,55,14.4,12.8
1833,5,10,57,48,13.9,8.9
1833,5,11,NA,46,NA,7.8
1833,5,12,66.5,NA,19.2,NA
1833,5,13,60,48,15.6,8.9
1833,5,14,62,55,16.7,12.8
1833,5,15,64,54,17.8,12.2
1833,5,16,63,54,17.2,12.2
1833,5,17,60,56,15.6,13.3
1833,5,18,NA,48,NA,8.9
1833,5,19,63.5,NA,17.5,NA
1833,5,20,65,51,18.3,10.6
1833,5,21,68,52,20,11.1
1833,5,22,71,50,21.7,10
1833,5,23,72,56,22.2,13.3
1833,5,24,74,58,23.3,14.4
1833,5,25,NA,56,NA,13.3
1833,5,26,66,NA,18.9,NA
1833,5,27,67,45,19.4,7.2
1833,5,28,65,52,18.3,11.1
1833,5,29,69,52,20.6,11.1
1833,5,30,67.5,54,19.7,12.2
1833,5,31,71,57,21.7,13.9
1833,6,1,NA,62,NA,16.7
1833,6,2,70,NA,21.1,NA
1833,6,3,60,53,15.6,11.7
1833,6,4,60,53,15.6,11.7
1833,6,5,64.5,53,18.1,11.7
1833,6,6,64,57,17.8,13.9
1833,6,7,68,50,20,10
1833,6,8,NA,55,NA,12.8
1833,6,9,72,NA,22.2,NA
1833,6,10,71,58,21.7,14.4
1833,6,11,56,55,13.3,12.8
1833,6,12,60,48,15.6,8.9
1833,6,13,61,54,16.1,12.2
1833,6,14,60,48,15.6,8.9
1833,6,15,NA,45,NA,7.2
1833,6,16,64,NA,17.8,NA
1833,6,17,63,53,17.2,11.7
1833,6,18,60,50,15.6,10
1833,6,19,63,56,17.2,13.3
1833,6,20,65,52,18.3,11.1
1833,6,21,63,55,17.2,12.8
1833,6,22,NA,53,NA,11.7
1833,6,23,59.5,NA,15.3,NA
1833,6,24,60,44,15.6,6.7
1833,6,25,60,46,15.6,7.8
1833,6,26,65,51,18.3,10.6
1833,6,27,64,53,17.8,11.7
1833,6,28,62,59,16.7,15
1833,6,29,61,55,16.1,12.8
1833,6,30,NA,NA,NA,NA
1833,7,1,57,46,13.9,7.8
1833,7,2,59,44,15,6.7
1833,7,3,62,45,16.7,7.2
1833,7,4,69,55,20.6,12.8
1833,7,5,67.5,60,19.7,15.6
1833,7,6,NA,58,NA,14.4
1833,7,7,70,NA,21.1,NA
1833,7,8,72,58,22.2,14.4
1833,7,9,72.5,58,22.5,14.4
1833,7,10,66.5,58,19.2,14.4
1833,7,11,65,56,18.3,13.3
1833,7,12,65,56,18.3,13.3
1833,7,13,NA,57,NA,13.9
1833,7,14,67,NA,19.4,NA
1833,7,15,70,49,21.1,9.4
1833,7,16,73,60,22.8,15.6
1833,7,17,74,66,23.3,18.9
1833,7,18,66,62,18.9,16.7
1833,7,19,66,58,18.9,14.4
1833,7,20,NA,55,NA,12.8
1833,7,21,66,NA,18.9,NA
1833,7,22,68,53,20,11.7
1833,7,23,65,54,18.3,12.2
1833,7,24,66,52,18.9,11.1
1833,7,25,69.5,55,20.8,12.8
1833,7,26,74,63,23.3,17.2
1833,7,27,NA,64,NA,17.8
1833,7,28,75,NA,23.9,NA
1833,7,29,75,61,23.9,16.1
1833,7,30,73,58,22.8,14.4
1833,7,31,74.5,58,23.6,14.4
1833,8,1,73,57,22.8,13.9
1833,8,2,72,54,22.2,12.2
1833,8,3,NA,55,NA,12.8
1833,8,4,71,NA,21.7,NA
1833,8,5,66,47,18.9,8.3
1833,8,6,67,49,19.4,9.4
1833,8,7,69,50,20.6,10
1833,8,8,65,55,18.3,12.8
1833,8,9,69.5,56,20.8,13.3
1833,8,10,NA,53,NA,11.7
1833,8,11,69,NA,20.6,NA
1833,8,12,65,46,18.3,7.8
1833,8,13,64,55,17.8,12.8
1833,8,14,63.5,54,17.5,12.2
1833,8,15,59,48,15,8.9
1833,8,16,62.5,48,16.9,8.9
1833,8,17,NA,49,NA,9.4
1833,8,18,65,NA,18.3,NA
1833,8,19,65,55,18.3,12.8
1833,8,20,64,54.5,17.8,12.5
1833,8,21,66,60,18.9,15.6
1833,8,22,63.5,50,17.5,10
1833,8,23,64,51,17.8,10.6
1833,8,24,NA,55,NA,12.8
1833,8,25,63,NA,17.2,NA
1833,8,26,66.5,48,19.2,8.9
1833,8,27,68,55,20,12.8
1833,8,28,67,56,19.4,13.3
1833,8,29,65,60,18.3,15.6
1833,8,30,56,50,13.3,10
1833,8,31,NA,45,NA,7.2
1833,9,1,59,NA,15,NA
1833,9,2,54.5,40,12.5,4.4
1833,9,3,59,50,15,10
1833,9,4,57.5,42,14.2,5.6
1833,9,5,63,46,17.2,7.8
1833,9,6,67,52,19.4,11.1
1833,9,7,NA,55,NA,12.8
1833,9,8,67.5,NA,19.7,NA
1833,9,9,69,50,20.6,10
1833,9,10,64,60,17.8,15.6
1833,9,11,59,53,15,11.7
1833,9,12,58,45,14.4,7.2
1833,9,13,62,50,16.7,10
1833,9,14,NA,55,NA,12.8
1833,9,15,64,NA,17.8,NA
1833,9,16,62,54,16.7,12.2
1833,9,17,64,52,17.8,11.1
1833,9,18,61,50,16.1,10
1833,9,19,64.5,54,18.1,12.2
1833,9,20,67,48.5,19.4,9.2
1833,9,21,NA,58,NA,14.4
1833,9,22,64,NA,17.8,NA
1833,9,23,64,48,17.8,8.9
1833,9,24,64.5,57,18.1,13.9
1833,9,25,59,50,15,10
1833,9,26,58.5,45,14.7,7.2
1833,9,27,60,47,15.6,8.3
1833,9,28,NA,53.5,NA,11.9
1833,9,29,63,NA,17.2,NA
1833,9,30,63,49,17.2,9.4
1833,10,1,65,56,18.3,13.3
1833,10,2,68,50,20,10
1833,10,3,65,49,18.3,9.4
1833,10,4,63,47,17.2,8.3
1833,10,5,NA,47,NA,8.3
1833,10,6,59,NA,15,NA
1833,10,7,61,40,16.1,4.4
1833,10,8,56.5,47,13.6,8.3
1833,10,9,56.5,37.5,13.6,3.1
1833,10,10,59,41,15,5
1833,10,11,61,53,16.1,11.7
1833,10,12,NA,50,NA,10
1833,10,13,59,NA,15,NA
1833,10,14,54,37,12.2,2.8
1833,10,15,49.5,38,9.7,3.3
1833,10,16,54,40,12.2,4.4
1833,10,17,53.5,43,11.9,6.1
1833,10,18,55,43,12.8,6.1
1833,10,19,NA,42,NA,5.6
1833,10,20,58,NA,14.4,NA
1833,10,21,57.5,37,14.2,2.8
1833,10,22,56,48,13.3,8.9
1833,10,23,52.5,42,11.4,5.6
1833,10,24,58.5,45,14.7,7.2
1833,10,25,60,52,15.6,11.1
1833,10,26,NA,53,NA,11.7
1833,10,27,59,NA,15,NA
1833,10,28,58,46,14.4,7.8
1833,10,29,60,55,15.6,12.8
1833,10,30,61.5,48,16.4,8.9
1833,10,31,56,48,13.3,8.9
1833,11,1,54.5,49,12.5,9.4
1833,11,2,NA,45,NA,7.2
1833,11,3,58.5,NA,14.7,NA
1833,11,4,53,36,11.7,2.2
1833,11,5,56.5,42,13.6,5.6
1833,11,6,50,45,10,7.2
1833,11,7,46,42,7.8,5.6
1833,11,8,46,34,7.8,1.1
1833,11,9,NA,39,NA,3.9
1833,11,10,55,NA,12.8,NA
1833,11,11,55,46,12.8,7.8
1833,11,12,57,48.5,13.9,9.2
1833,11,13,55,44,12.8,6.7
1833,11,14,51,45,10.6,7.2
1833,11,15,46,34,7.8,1.1
1833,11,16,NA,41,NA,5
1833,11,17,54,NA,12.2,NA
1833,11,18,55.5,45,13.1,7.2
1833,11,19,54,44,12.2,6.7
1833,11,20,55,46,12.8,7.8
1833,11,21,56,42,13.3,5.6
1833,11,22,56,52,13.3,11.1
1833,11,23,NA,38,NA,3.3
1833,11,24,45,NA,7.2,NA
1833,11,25,42,32,5.6,0
1833,11,26,48,31,8.9,-0.6
1833,11,27,50,NA,10,NA
1833,11,28,47.5,NA,8.6,NA
1833,11,29,47,NA,8.3,NA
1833,11,30,NA,NA,NA,NA
1833,12,1,54,NA,12.2,NA
1833,12,2,48,NA,8.9,NA
1833,12,3,54,NA,12.2,NA
1833,12,4,56.5,NA,13.6,NA
1833,12,5,42,NA,5.6,NA
1833,12,6,45,NA,7.2,NA
1833,12,7,NA,NA,NA,NA
1833,12,8,55,NA,12.8,NA
1833,12,9,47,NA,8.3,NA
1833,12,10,45,NA,7.2,NA
1833,12,11,40,NA,4.4,NA
1833,12,12,42,NA,5.6,NA
1833,12,13,46,NA,7.8,NA
1833,12,14,NA,NA,NA,NA
1833,12,15,55,NA,12.8,NA
1833,12,16,54.5,NA,12.5,NA
1833,12,17,44.5,NA,6.9,NA
1833,12,18,55,NA,12.8,NA
1833,12,19,55,NA,12.8,NA
1833,12,20,47,NA,8.3,NA
1833,12,21,NA,NA,NA,NA
1833,12,22,53,NA,11.7,NA
1833,12,23,49,NA,9.4,NA
1833,12,24,NA,NA,NA,NA
1833,12,25,50,NA,10,NA
1833,12,26,50,NA,10,NA
1833,12,27,45,NA,7.2,NA
1833,12,28,NA,NA,NA,NA
1833,12,29,54,NA,12.2,NA
1833,12,30,50,NA,10,NA
1833,12,31,48,NA,8.9,NA
1834,1,1,43,NA,6.1,NA
1834,1,2,51,NA,10.6,NA
1834,1,3,54,NA,12.2,NA
1834,1,4,NA,NA,NA,NA
1834,1,5,51.5,NA,10.8,NA
1834,1,6,53,NA,11.7,NA
1834,1,7,44,NA,6.7,NA
1834,1,8,44.5,NA,6.9,NA
1834,1,9,45,NA,7.2,NA
1834,1,10,45.5,NA,7.5,NA
1834,1,11,NA,NA,NA,NA
1834,1,12,49,NA,9.4,NA
1834,1,13,49,NA,9.4,NA
1834,1,14,48.5,NA,9.2,NA
1834,1,15,49,NA,9.4,NA
1834,1,16,50,NA,10,NA
1834,1,17,49.5,NA,9.7,NA
1834,1,18,NA,NA,NA,NA
1834,1,19,48,NA,8.9,NA
1834,1,20,52,NA,11.1,NA
1834,1,21,53,NA,11.7,NA
1834,1,22,57,NA,13.9,NA
1834,1,23,57.5,NA,14.2,NA
1834,1,24,56,NA,13.3,NA
1834,1,25,NA,NA,NA,NA
1834,1,26,54,NA,12.2,NA
1834,1,27,45,NA,7.2,NA
1834,1,28,42.5,NA,5.8,NA
1834,1,29,47,NA,8.3,NA
1834,1,30,52,NA,11.1,NA
1834,1,31,52,NA,11.1,NA
1834,2,1,NA,NA,NA,NA
1834,2,2,45,NA,7.2,NA
1834,2,3,48.5,NA,9.2,NA
1834,2,4,46.5,NA,8.1,NA
1834,2,5,50,NA,10,NA
1834,2,6,46,NA,7.8,NA
1834,2,7,47.5,NA,8.6,NA
1834,2,8,NA,NA,NA,NA
1834,2,9,50,NA,10,NA
1834,2,10,50,NA,10,NA
1834,2,11,50,NA,10,NA
1834,2,12,43.5,NA,6.4,NA
1834,2,13,49.5,NA,9.7,NA
1834,2,14,50,NA,10,NA
1834,2,15,NA,NA,NA,NA
1834,2,16,50,NA,10,NA
1834,2,17,50,NA,10,NA
1834,2,18,52,NA,11.1,NA
1834,2,19,48,NA,8.9,NA
1834,2,20,48.5,NA,9.2,NA
1834,2,21,46,NA,7.8,NA
1834,2,22,NA,NA,NA,NA
1834,2,23,52,NA,11.1,NA
1834,2,24,50,NA,10,NA
1834,2,25,50,NA,10,NA
1834,2,26,53.5,NA,11.9,NA
1834,2,27,49,NA,9.4,NA
1834,2,28,52,NA,11.1,NA
1834,3,1,NA,NA,NA,NA
1834,3,2,57,NA,13.9,NA
1834,3,3,56.5,NA,13.6,NA
1834,3,4,56.5,NA,13.6,NA
1834,3,5,51.5,NA,10.8,NA
1834,3,6,50,NA,10,NA
1834,3,7,52,NA,11.1,NA
1834,3,8,NA,NA,NA,NA
1834,3,9,54,NA,12.2,NA
1834,3,10,56,NA,13.3,NA
1834,3,11,52.5,NA,11.4,NA
1834,3,12,55,NA,12.8,NA
1834,3,13,55,NA,12.8,NA
1834,3,14,52,NA,11.1,NA
1834,3,15,NA,NA,NA,NA
1834,3,16,54,NA,12.2,NA
1834,3,17,53,NA,11.7,NA
1834,3,18,53,NA,11.7,NA
1834,3,19,52,NA,11.1,NA
1834,3,20,54,NA,12.2,NA
1834,3,21,50,NA,10,NA
1834,3,22,NA,NA,NA,NA
1834,3,23,50,NA,10,NA
1834,3,24,50,NA,10,NA
1834,3,25,50,NA,10,NA
1834,3,26,54,NA,12.2,NA
1834,3,27,NA,NA,NA,NA
1834,3,28,54.5,NA,12.5,NA
1834,3,29,NA,NA,NA,NA
1834,3,30,46.5,NA,8.1,NA
1834,3,31,48,NA,8.9,NA
1834,4,1,52,NA,11.1,NA
1834,4,2,57,NA,13.9,NA
1834,4,3,53,NA,11.7,NA
1834,4,4,57,NA,13.9,NA
1834,4,5,NA,NA,NA,NA
1834,4,6,58,NA,14.4,NA
1834,4,7,54.5,NA,12.5,NA
1834,4,8,55.5,NA,13.1,NA
1834,4,9,55,NA,12.8,NA
1834,4,10,53,NA,11.7,NA
1834,4,11,52,NA,11.1,NA
1834,4,12,NA,NA,NA,NA
1834,4,13,52,NA,11.1,NA
1834,4,14,53,NA,11.7,NA
1834,4,15,53,NA,11.7,NA
1834,4,16,57,NA,13.9,NA
1834,4,17,61,NA,16.1,NA
1834,4,18,62,NA,16.7,NA
1834,4,19,NA,NA,NA,NA
1834,4,20,64,NA,17.8,NA
1834,4,21,64,NA,17.8,NA
1834,4,22,64,NA,17.8,NA
1834,4,23,63,NA,17.2,NA
1834,4,24,63,NA,17.2,NA
1834,4,25,57,NA,13.9,NA
1834,4,26,NA,NA,NA,NA
1834,4,27,57,NA,13.9,NA
1834,4,28,50,NA,10,NA
1834,4,29,50,NA,10,NA
1834,4,30,54.5,NA,12.5,NA
1834,5,1,65,NA,18.3,NA
1834,5,2,62,NA,16.7,NA
1834,5,3,NA,NA,NA,NA
1834,5,4,63,NA,17.2,NA
1834,5,5,63,NA,17.2,NA
1834,5,6,66,NA,18.9,NA
1834,5,7,65,NA,18.3,NA
1834,5,8,65,NA,18.3,NA
1834,5,9,61,NA,16.1,NA
1834,5,10,NA,NA,NA,NA
1834,5,11,56.5,NA,13.6,NA
1834,5,12,63,NA,17.2,NA
1834,5,13,60,NA,15.6,NA
1834,5,14,60.5,NA,15.8,NA
1834,5,15,62.5,NA,16.9,NA
1834,5,16,63,NA,17.2,NA
1834,5,17,NA,NA,NA,NA
1834,5,18,58,NA,14.4,NA
1834,5,19,53.5,NA,11.9,NA
1834,5,20,59,NA,15,NA
1834,5,21,62,NA,16.7,NA
1834,5,22,63.5,NA,17.5,NA
1834,5,23,64,NA,17.8,NA
1834,5,24,NA,NA,NA,NA
1834,5,25,67,NA,19.4,NA
1834,5,26,63,NA,17.2,NA
1834,5,27,67,NA,19.4,NA
1834,5,28,72,NA,22.2,NA
1834,5,29,71,NA,21.7,NA
1834,5,30,71,NA,21.7,NA
1834,5,31,NA,NA,NA,NA
1834,6,1,70.5,NA,21.4,NA
1834,6,2,68.5,NA,20.3,NA
1834,6,3,65,NA,18.3,NA
1834,6,4,61,NA,16.1,NA
1834,6,5,64.5,NA,18.1,NA
1834,6,6,66,NA,18.9,NA
1834,6,7,NA,NA,NA,NA
1834,6,8,67,NA,19.4,NA
1834,6,9,69,NA,20.6,NA
1834,6,10,63,NA,17.2,NA
1834,6,11,57,NA,13.9,NA
1834,6,12,61,NA,16.1,NA
1834,6,13,64,NA,17.8,NA
1834,6,14,NA,NA,NA,NA
1834,6,15,66,NA,18.9,NA
1834,6,16,56.5,NA,13.6,NA
1834,6,17,60,NA,15.6,NA
1834,6,18,65,NA,18.3,NA
1834,6,19,63,NA,17.2,NA
1834,6,20,61.5,NA,16.4,NA
1834,6,21,NA,NA,NA,NA
1834,6,22,70,NA,21.1,NA
1834,6,23,63,NA,17.2,NA
1834,6,24,72,NA,22.2,NA
1834,6,25,70,NA,21.1,NA
1834,6,26,65,NA,18.3,NA
1834,6,27,65,NA,18.3,NA
1834,6,28,NA,NA,NA,NA
1834,6,29,67,NA,19.4,NA
1834,6,30,70.5,NA,21.4,NA
1834,7,1,71.5,NA,21.9,NA
1834,7,2,72,NA,22.2,NA
1834,7,3,73,NA,22.8,NA
1834,7,4,73,NA,22.8,NA
1834,7,5,NA,NA,NA,NA
1834,7,6,72,NA,22.2,NA
1834,7,7,69,NA,20.6,NA
1834,7,8,66.5,NA,19.2,NA
1834,7,9,68.5,NA,20.3,NA
1834,7,10,70,NA,21.1,NA
1834,7,11,65,NA,18.3,NA
1834,7,12,NA,NA,NA,NA
1834,7,13,66.5,NA,19.2,NA
1834,7,14,66,NA,18.9,NA
1834,7,15,70,NA,21.1,NA
1834,7,16,75,NA,23.9,NA
1834,7,17,65.5,NA,18.6,NA
1834,7,18,62,NA,16.7,NA
1834,7,19,NA,NA,NA,NA
1834,7,20,65,NA,18.3,NA
1834,7,21,69,NA,20.6,NA
1834,7,22,70,NA,21.1,NA
1834,7,23,72,NA,22.2,NA
1834,7,24,70,NA,21.1,NA
1834,7,25,68,NA,20,NA
1834,7,26,NA,NA,NA,NA
1834,7,27,66,NA,18.9,NA
1834,7,28,65,NA,18.3,NA
1834,7,29,68.5,NA,20.3,NA
1834,7,30,74,NA,23.3,NA
1834,7,31,76,NA,24.4,NA
1834,8,1,76,NA,24.4,NA
1834,8,2,NA,NA,NA,NA
1834,8,3,77,NA,25,NA
1834,8,4,71,NA,21.7,NA
1834,8,5,72,NA,22.2,NA
1834,8,6,68,NA,20,NA
1834,8,7,68,NA,20,NA
1834,8,8,67,NA,19.4,NA
1834,8,9,NA,NA,NA,NA
1834,8,10,68,NA,20,NA
1834,8,11,71,NA,21.7,NA
1834,8,12,73,NA,22.8,NA
1834,8,13,68,NA,20,NA
1834,8,14,68.5,NA,20.3,NA
1834,8,15,70,NA,21.1,NA
1834,8,16,NA,NA,NA,NA
1834,8,17,72,NA,22.2,NA
1834,8,18,63,NA,17.2,NA
1834,8,19,64,NA,17.8,NA
1834,8,20,65,NA,18.3,NA
1834,8,21,62,NA,16.7,NA
1834,8,22,59,NA,15,NA
1834,8,23,NA,NA,NA,NA
1834,8,24,60,NA,15.6,NA
1834,8,25,56.5,NA,13.6,NA
1834,8,26,59,NA,15,NA
1834,8,27,58,NA,14.4,NA
1834,8,28,59,NA,15,NA
1834,8,29,63,NA,17.2,NA
1834,8,30,NA,NA,NA,NA
1834,8,31,64,NA,17.8,NA
1834,9,1,65,NA,18.3,NA
1834,9,2,62,NA,16.7,NA
1834,9,3,62,NA,16.7,NA
1834,9,4,65,NA,18.3,NA
1834,9,5,64,NA,17.8,NA
1834,9,6,NA,NA,NA,NA
1834,9,7,61,NA,16.1,NA
1834,9,8,67,NA,19.4,NA
1834,9,9,60,NA,15.6,NA
1834,9,10,60.5,NA,15.8,NA
1834,9,11,63,NA,17.2,NA
1834,9,12,64,NA,17.8,NA
1834,9,13,NA,NA,NA,NA
1834,9,14,67,NA,19.4,NA
1834,9,15,68,NA,20,NA
1834,9,16,67,NA,19.4,NA
1834,9,17,66.5,NA,19.2,NA
1834,9,18,67.5,NA,19.7,NA
1834,9,19,67,NA,19.4,NA
1834,9,20,NA,NA,NA,NA
1834,9,21,69,NA,20.6,NA
1834,9,22,65,NA,18.3,NA
1834,9,23,63,NA,17.2,NA
1834,9,24,61,NA,16.1,NA
1834,9,25,61,NA,16.1,NA
1834,9,26,64.5,NA,18.1,NA
1834,9,27,NA,NA,NA,NA
1834,9,28,65.5,NA,18.6,NA
1834,9,29,63.5,NA,17.5,NA
1834,9,30,62,NA,16.7,NA
1834,10,1,65,NA,18.3,NA
1834,10,2,62,NA,16.7,NA
1834,10,3,64,NA,17.8,NA
1834,10,4,NA,NA,NA,NA
1834,10,5,66,NA,18.9,NA
1834,10,6,67,NA,19.4,NA
1834,10,7,65,NA,18.3,NA
1834,10,8,66,NA,18.9,NA
1834,10,9,58.5,NA,14.7,NA
1834,10,10,56,NA,13.3,NA
1834,10,11,NA,NA,NA,NA
1834,10,12,59,NA,15,NA
1834,10,13,60,NA,15.6,NA
1834,10,14,55,NA,12.8,NA
1834,10,15,58,NA,14.4,NA
1834,10,16,59.5,NA,15.3,NA
1834,10,17,51,NA,10.6,NA
1834,10,18,NA,NA,NA,NA
1834,10,19,58,NA,14.4,NA
1834,10,20,60,NA,15.6,NA
1834,10,21,54,NA,12.2,NA
1834,10,22,55.5,NA,13.1,NA
1834,10,23,53,NA,11.7,NA
1834,10,24,43,NA,6.1,NA
1834,10,25,NA,NA,NA,NA
1834,10,26,46.5,NA,8.1,NA
1834,10,27,50,NA,10,NA
1834,10,28,52.5,NA,11.4,NA
1834,10,29,53,NA,11.7,NA
1834,10,30,55,NA,12.8,NA
1834,10,31,55.5,NA,13.1,NA
1834,11,1,NA,NA,NA,NA
1834,11,2,56.5,NA,13.6,NA
1834,11,3,56.5,NA,13.6,NA
1834,11,4,58,NA,14.4,NA
1834,11,5,59,NA,15,NA
1834,11,6,55,NA,12.8,NA
1834,11,7,57.5,NA,14.2,NA
1834,11,8,NA,NA,NA,NA
1834,11,9,49.5,NA,9.7,NA
1834,11,10,48,NA,8.9,NA
1834,11,11,48,NA,8.9,NA
1834,11,12,46.5,NA,8.1,NA
1834,11,13,47.5,NA,8.6,NA
1834,11,14,48.5,NA,9.2,NA
1834,11,15,NA,NA,NA,NA
1834,11,16,51,NA,10.6,NA
1834,11,17,53,NA,11.7,NA
1834,11,18,53.5,NA,11.9,NA
1834,11,19,52,NA,11.1,NA
1834,11,20,47,NA,8.3,NA
1834,11,21,44.5,NA,6.9,NA
1834,11,22,NA,NA,NA,NA
1834,11,23,48,NA,8.9,NA
1834,11,24,48,NA,8.9,NA
1834,11,25,44.5,NA,6.9,NA
1834,11,26,48,NA,8.9,NA
1834,11,27,51.5,NA,10.8,NA
1834,11,28,51.5,NA,10.8,NA
1834,11,29,NA,NA,NA,NA
1834,11,30,54,NA,12.2,NA
1834,12,1,47.5,NA,8.6,NA
1834,12,2,50.5,NA,10.3,NA
1834,12,3,53,NA,11.7,NA
1834,12,4,54.5,NA,12.5,NA
1834,12,5,56,NA,13.3,NA
1834,12,6,NA,NA,NA,NA
1834,12,7,59,NA,15,NA
1834,12,8,46,NA,7.8,NA
1834,12,9,48.5,NA,9.2,NA
1834,12,10,44.5,NA,6.9,NA
1834,12,11,47,NA,8.3,NA
1834,12,12,48,NA,8.9,NA
1834,12,13,NA,NA,NA,NA
1834,12,14,46,NA,7.8,NA
1834,12,15,48,NA,8.9,NA
1834,12,16,47,NA,8.3,NA
1834,12,17,47,NA,8.3,NA
1834,12,18,43,NA,6.1,NA
1834,12,19,45,NA,7.2,NA
1834,12,20,NA,NA,NA,NA
1834,12,21,45,NA,7.2,NA
